month,dow,hour,bike_trips,bike_dur_tot
7,0,21,11548,207704
7,0,22,7224,133744
7,0,23,5652,116892
7,1,0,4824,90200
7,1,1,2328,45540
7,1,2,1124,17860
7,1,3,884,19168
7,1,4,704,11004
7,1,5,1300,22472
7,1,6,2520,91360
7,1,7,9888,201668
7,1,8,13720,198808
7,1,9,10752,182992
7,1,10,8492,168924
7,1,11,9416,158044
7,1,12,9184,296616
7,1,13,10600,310288
7,1,14,13104,202348
7,1,15,11532,169040
7,1,16,10860,178012
7,1,17,11596,214676
7,1,18,14468,344996
7,1,19,14952,332148
7,1,20,12508,221372
7,1,21,10740,180520
7,1,22,7748,149432
7,1,23,6056,140204
7,2,0,4976,88892
7,2,1,2436,39292
7,2,2,1440,21064
7,2,3,952,16056
7,2,4,732,12452
7,2,5,1356,20436
7,2,6,2616,44204
7,2,7,8624,144916
7,2,8,12728,243668
7,2,9,11060,194320
7,2,10,8140,158260
7,2,11,8936,178308
7,2,12,9624,361388
7,2,13,10800,309676
7,2,14,13232,192836
7,2,15,11756,195520
7,2,16,10476,197040
7,2,17,12380,285640
7,2,18,14476,281976
7,2,19,15108,327052
7,2,20,14392,275036
7,2,21,11460,172640
7,2,22,8260,135364
7,2,23,6908,134004
7,3,0,5552,133156
7,3,1,2860,42440
7,3,2,1472,25320
7,3,3,1204,20848
7,3,4,1032,20984
7,3,5,1432,20488
7,3,6,2492,38496
7,3,7,9736,235252
7,3,8,13104,180356
7,3,9,10824,161636
7,3,10,8172,165920
7,3,11,9020,235344
7,3,12,9516,467972
7,3,13,10788,273564
7,3,14,13116,223336
7,3,15,11452,186032
7,3,16,10648,162116
7,3,17,11652,301164
7,3,18,14188,291844
7,3,19,15004,530560
7,3,20,13868,285164
7,3,21,11524,203732
7,3,22,8476,155924
7,3,23,7024,118592
7,4,0,7672,177404
7,4,1,4168,71400
7,4,2,2572,57276
7,4,3,1656,31236
7,4,4,1336,53840
7,4,5,1952,27956
7,4,6,3440,98464
7,4,7,11788,452160
7,4,8,15216,278444
7,4,9,12560,256904
7,4,10,11384,274820
7,4,11,11616,324316
7,4,12,11564,578252
7,4,13,13460,276708
7,4,14,17296,346692
7,4,15,14480,312996
7,4,16,12716,266716
7,4,17,13436,309816
7,4,18,14768,549052
7,4,19,16412,337228
7,4,20,15776,285708
7,4,21,13116,239104
7,4,22,10080,178420
7,4,23,8656,164852
7,5,0,8872,182468
7,5,1,6152,108324
7,5,2,4272,109404
7,5,3,3232,79148
7,5,4,2736,70700
7,5,5,1956,50368
7,5,6,2148,37984
7,5,7,3268,55480
7,5,8,4940,88244
7,5,9,7172,138856
7,5,10,8048,219156
7,5,11,9440,246348
7,5,12,9712,331740
7,5,13,9876,295104
7,5,14,9052,182924
7,5,15,8096,133740
7,5,16,9048,176200
7,5,17,9544,206400
7,5,18,11016,184392
7,5,19,13052,255868
7,5,20,12568,225344
7,5,21,11300,254368
7,5,22,8640,176404
7,5,23,7644,163092
7,6,0,7896,136164
7,6,1,6216,131300
7,6,2,4036,66724
7,6,3,3664,109256
7,6,4,3184,66852
7,6,5,1584,36968
7,6,6,1712,27276
7,6,7,2500,38628
7,6,8,3644,57972
7,6,9,4924,84404
7,6,10,6432,153644
7,6,11,7260,152612
7,6,12,6564,152028
7,6,13,7664,180512
7,6,14,7136,137872
7,6,15,6752,134164
7,6,16,7668,156236
7,6,17,8120,144556
7,6,18,9996,184696
7,6,19,11420,202484
7,6,20,11556,198028
7,6,21,10108,186556
7,6,22,7992,125176
7,6,23,6656,106388
8,0,0,6060,101096
8,0,1,3388,58420
8,0,2,1832,36276
8,0,3,1168,19780
8,0,4,860,14324
8,0,5,1612,23324
8,0,6,2932,73968
8,0,7,7540,162876
8,0,8,9324,228820
8,0,9,8668,155112
8,0,10,8400,155132
8,0,11,9588,207892
8,0,12,9668,231844
8,0,13,10436,201588
8,0,14,11788,201460
8,0,15,10368,196048
8,0,16,9804,170968
8,0,17,12016,318076
8,0,18,13772,263992
8,0,19,15088,304396
8,0,20,13992,236520
8,0,21,11696,194300
8,0,22,7756,141672
8,0,23,6540,125088
8,1,0,6780,225424
8,1,1,3348,71076
8,1,2,1476,23736
8,1,3,1148,21952
8,1,4,1280,32648
8,1,5,1760,30552
8,1,6,3044,119072
8,1,7,9004,179312
8,1,8,11424,200752
8,1,9,9432,156656
8,1,10,9396,222492
8,1,11,9892,219784
8,1,12,9968,195220
8,1,13,10836,269012
8,1,14,12484,210796
8,1,15,11392,215572
8,1,16,10956,222764
8,1,17,12408,220524
8,1,18,14892,245568
8,1,19,15888,377384
8,1,20,14472,319212
8,1,21,10716,177164
8,1,22,7724,125844
8,1,23,6996,118196
8,2,0,6060,110464
8,2,1,3356,68684
8,2,2,1756,26976
8,2,3,1380,28036
8,2,4,896,17764
8,2,5,1628,30624
8,2,6,3156,210288
8,2,7,8832,158608
8,2,8,11068,178724
8,2,9,9912,164508
8,2,10,9160,220840
8,2,11,9772,248252
8,2,12,10604,409120
8,2,13,11048,247492
8,2,14,13008,321000
8,2,15,11720,192844
8,2,16,10620,204548
8,2,17,12464,234156
8,2,18,15736,354584
8,2,19,15316,444736
8,2,20,15108,317196
8,2,21,12316,219764
8,2,22,8748,149244
8,2,23,7648,162504
8,3,0,5220,111904
8,3,1,2792,57760
8,3,2,1364,23600
8,3,3,1340,24132
8,3,4,1164,28620
8,3,5,1344,27248
8,3,6,2340,122380
8,3,7,6280,209348
8,3,8,8160,169080
8,3,9,7292,112608
8,3,10,7216,147196
8,3,11,7652,209064
8,3,12,8472,201716
8,3,13,8704,197640
8,3,14,9924,180664
8,3,15,9284,158816
8,3,16,8416,164784
8,3,17,9536,156676
8,3,18,11772,256192
8,3,19,11456,338688
8,3,20,9336,150900
8,3,21,8116,135252
8,3,22,6384,105320
8,3,23,5728,103976
8,4,0,5560,112268
8,4,1,2988,73856
8,4,2,1416,28540
8,4,3,1148,24420
8,4,4,1232,28200
8,4,5,1448,34376
8,4,6,2504,189044
8,4,7,6168,158488
8,4,8,7860,128660
8,4,9,7184,177360
8,4,10,7328,162112
8,4,11,7764,444776
8,4,12,8220,157640
8,4,13,8840,173876
8,4,14,10200,159044
8,4,15,9196,213780
8,4,16,8836,161864
8,4,17,8664,180420
8,4,18,10360,563764
8,4,19,10684,383428
8,4,20,9152,181488
8,4,21,7416,129904
8,4,22,5856,118644
8,4,23,5416,110972
8,5,0,5796,137344
8,5,1,4240,75612
8,5,2,2500,56716
8,5,3,2192,37280
8,5,4,1860,30112
8,5,5,1464,33340
8,5,6,1736,28004
8,5,7,2344,38548
8,5,8,3400,61196
8,5,9,4736,69340
8,5,10,5480,153208
8,5,11,7048,220048
8,5,12,7336,249952
8,5,13,6888,210916
8,5,14,6152,225652
8,5,15,6280,118112
8,5,16,6948,133460
8,5,17,7108,125320
8,5,18,8008,174228
8,5,19,9596,168660
8,5,20,9236,144852
8,5,21,7820,148324
8,5,22,5692,132276
8,5,23,5876,101912
8,6,0,5820,101484
8,6,1,4092,82716
8,6,2,2892,55636
8,6,3,2428,53256
8,6,4,2228,40864
8,6,5,1764,33164
8,6,6,1664,30512
8,6,7,2380,38256
8,6,8,2828,49184
8,6,9,3680,58632
8,6,10,4700,109332
8,6,11,6132,211512
8,6,12,5840,110652
8,6,13,5756,133664
8,6,14,5508,104508
8,6,15,5640,120160
8,6,16,6000,116244
8,6,17,6736,121608
8,6,18,7652,149908
8,6,19,8948,150520
8,6,20,8908,151808
8,6,21,7768,164460
8,6,22,5844,100876
8,6,23,5092,96788
9,0,0,3884,66696
9,0,1,1976,29412
9,0,2,964,37008
9,0,3,568,10632
9,0,4,436,8068
9,0,5,1096,15800
9,0,6,2908,53176
9,0,7,14148,280232
9,0,8,16924,302732
9,0,9,13320,196328
9,0,10,12328,226072
9,0,11,12436,226212
9,0,12,14144,419144
9,0,13,16956,265164
9,0,14,22444,348548
9,0,15,18036,278036
9,0,16,16084,260596
9,0,17,19404,358124
9,0,18,22228,443448
9,0,19,21484,412652
9,0,20,19684,304404
9,0,21,12508,193392
9,0,22,8292,137152
9,0,23,6076,99468
9,1,0,3016,52968
9,1,1,1620,21928
9,1,2,1104,15220
9,1,3,1252,24480
9,1,4,700,9952
9,1,5,1052,13884
9,1,6,2788,57828
9,1,7,15876,226352
9,1,8,18704,326996
9,1,9,14012,207368
9,1,10,11668,232180
9,1,11,12404,209332
9,1,12,12960,485676
9,1,13,16100,289140
9,1,14,21388,280696
9,1,15,18004,265276
9,1,16,16024,259300
9,1,17,19780,338564
9,1,18,22728,423724
9,1,19,22640,453088
9,1,20,21072,316996
9,1,21,13836,239096
9,1,22,8748,134224
9,1,23,8152,144276
9,2,0,5148,83008
9,2,1,2548,40632
9,2,2,1564,25072
9,2,3,1120,16288
9,2,4,692,10272
9,2,5,1004,13708
9,2,6,2812,47436
9,2,7,15432,286484
9,2,8,18528,278324
9,2,9,14680,242700
9,2,10,12196,201456
9,2,11,13268,308728
9,2,12,14972,543608
9,2,13,17456,360864
9,2,14,23644,352924
9,2,15,19364,319236
9,2,16,17116,247972
9,2,17,20296,318324
9,2,18,22200,353432
9,2,19,22740,408072
9,2,20,20672,323692
9,2,21,14884,213924
9,2,22,10024,163012
9,2,23,7976,119912
9,3,0,7468,117892
9,3,1,4192,67744
9,3,2,2388,43724
9,3,3,2016,37464
9,3,4,1120,16756
9,3,5,1368,20144
9,3,6,3688,93380
9,3,7,17396,316988
9,3,8,21800,353632
9,3,9,17164,254404
9,3,10,14672,304160
9,3,11,15212,534364
9,3,12,18224,639724
9,3,13,19036,359796
9,3,14,26280,391680
9,3,15,21624,297168
9,3,16,20064,313276
9,3,17,22616,443928
9,3,18,25588,463988
9,3,19,25748,581792
9,3,20,21984,345980
9,3,21,16736,248348
9,3,22,12448,179504
9,3,23,10684,187564
9,4,0,8628,185528
9,4,1,4872,73600
9,4,2,2892,46068
9,4,3,2852,49984
9,4,4,2020,33272
9,4,5,2072,31644
9,4,6,4084,234764
9,4,7,16452,278912
9,4,8,20260,558024
9,4,9,15616,220396
9,4,10,14560,382328
9,4,11,15840,1014296
9,4,12,17752,369540
9,4,13,20572,314188
9,4,14,27108,447648
9,4,15,21752,337584
9,4,16,18680,428680
9,4,17,20468,521832
9,4,18,22356,638264
9,4,19,23476,508056
9,4,20,22828,447956
9,4,21,17860,315028
9,4,22,13020,236008
9,4,23,12372,192980
9,5,0,9172,201580
9,5,1,6336,211776
9,5,2,5136,100280
9,5,3,4592,78388
9,5,4,3428,95484
9,5,5,2348,56440
9,5,6,2140,40452
9,5,7,2960,54860
9,5,8,4928,67540
9,5,9,6448,104884
9,5,10,8184,135908
9,5,11,9284,216248
9,5,12,10556,312328
9,5,13,11228,269584
9,5,14,10572,189676
9,5,15,9572,197864
9,5,16,11432,230320
9,5,17,11940,218212
9,5,18,13556,234020
9,5,19,14356,255368
9,5,20,14984,275660
9,5,21,11780,220260
9,5,22,9084,178520
9,5,23,8152,150612
9,6,0,8308,142096
9,6,1,6856,112524
9,6,2,5156,111376
9,6,3,4524,102476
9,6,4,4268,98880
9,6,5,2500,65024
9,6,6,2168,48640
9,6,7,2276,48848
9,6,8,3108,51880
9,6,9,4260,60544
9,6,10,6084,105140
9,6,11,7428,169912
9,6,12,7568,120712
9,6,13,7816,135668
9,6,14,8176,129424
9,6,15,8400,148168
9,6,16,10608,212404
9,6,17,11540,207876
9,6,18,12668,210408
9,6,19,12524,215668
9,6,20,11692,210480
9,6,21,8124,143732
9,6,22,5536,83316
9,6,23,6016,98052
10,0,0,5344,95792
10,0,1,2652,41136
10,0,2,1388,36204
10,0,3,816,11984
10,0,4,488,6664
10,0,5,1088,15792
10,0,6,3628,68136
10,0,7,19128,283672
10,0,8,23512,496212
10,0,9,18120,252152
10,0,10,15744,259876
10,0,11,17660,530552
10,0,12,19680,835748
10,0,13,22604,398532
10,0,14,31552,441612
10,0,15,26308,331020
10,0,16,23192,336572
10,0,17,27308,381396
10,0,18,29092,444772
10,0,19,25652,353148
10,0,20,20888,311776
10,0,21,14856,196524
10,0,22,10024,149820
10,0,23,7216,112212
10,1,0,3412,52468
10,1,1,1412,25208
10,1,2,912,13420
10,1,3,548,9024
10,1,4,396,5452
10,1,5,932,12440
10,1,6,2796,71132
10,1,7,15296,299260
10,1,8,18432,281216
10,1,9,13852,218328
10,1,10,12716,263908
10,1,11,14452,347532
10,1,12,16460,713556
10,1,13,17588,272512
10,1,14,26340,339332
10,1,15,22364,276648
10,1,16,18328,277524
10,1,17,23136,330484
10,1,18,24936,355544
10,1,19,24124,346336
10,1,20,21492,334996
10,1,21,15372,215320
10,1,22,9284,168564
10,1,23,7472,111028
10,2,0,5260,89592
10,2,1,3308,52848
10,2,2,2148,31252
10,2,3,1624,23992
10,2,4,1392,24740
10,2,5,1560,25016
10,2,6,3188,117104
10,2,7,14172,304468
10,2,8,18024,255684
10,2,9,13320,186340
10,2,10,11988,247008
10,2,11,13564,371208
10,2,12,15424,758304
10,2,13,17956,335308
10,2,14,24180,317264
10,2,15,19500,265056
10,2,16,17912,254252
10,2,17,20688,293416
10,2,18,22448,340436
10,2,19,22484,317516
10,2,20,20104,288568
10,2,21,14272,215512
10,2,22,9380,143064
10,2,23,8088,142540
10,3,0,5476,98144
10,3,1,2648,48616
10,3,2,1308,20984
10,3,3,1132,16296
10,3,4,796,11760
10,3,5,932,17556
10,3,6,2900,35816
10,3,7,16708,305196
10,3,8,20772,361196
10,3,9,15208,203376
10,3,10,13832,225136
10,3,11,14488,320008
10,3,12,17520,617196
10,3,13,18564,313548
10,3,14,25872,350664
10,3,15,21916,285192
10,3,16,19436,270916
10,3,17,21124,301108
10,3,18,22664,318512
10,3,19,23296,332048
10,3,20,20972,314260
10,3,21,14712,201980
10,3,22,10472,160908
10,3,23,8400,117100
10,4,0,6252,97764
10,4,1,3460,47348
10,4,2,2188,42996
10,4,3,1348,21352
10,4,4,1228,19248
10,4,5,1300,20800
10,4,6,2868,42064
10,4,7,14636,563324
10,4,8,16992,286716
10,4,9,13624,317656
10,4,10,13304,583676
10,4,11,13768,1582080
10,4,12,16560,748232
10,4,13,18796,308764
10,4,14,26988,451440
10,4,15,20592,276876
10,4,16,17392,406156
10,4,17,18568,259580
10,4,18,20052,356516
10,4,19,21076,338956
10,4,20,19368,281384
10,4,21,14304,205840
10,4,22,11936,254552
10,4,23,10352,169352
10,5,0,11976,201452
10,5,1,9296,134484
10,5,2,6904,107548
10,5,3,6060,115884
10,5,4,4984,115044
10,5,5,3472,74068
10,5,6,3312,59236
10,5,7,3344,82908
10,5,8,6712,190872
10,5,9,9964,182204
10,5,10,11216,231468
10,5,11,13720,261592
10,5,12,16412,344996
10,5,13,16864,282476
10,5,14,16168,295688
10,5,15,14296,244236
10,5,16,16144,279140
10,5,17,18396,308812
10,5,18,19600,331808
10,5,19,20504,374852
10,5,20,19460,337992
10,5,21,13920,236140
10,5,22,11556,210476
10,5,23,13416,205436
10,6,0,11284,185100
10,6,1,7952,127832
10,6,2,6580,128548
10,6,3,4872,75188
10,6,4,4248,132644
10,6,5,2748,60380
10,6,6,2536,60688
10,6,7,3472,58368
10,6,8,5456,80060
10,6,9,7344,120364
10,6,10,10232,168500
10,6,11,13284,235660
10,6,12,14644,253296
10,6,13,15256,288864
10,6,14,13644,248916
10,6,15,12604,222576
10,6,16,14680,249276
10,6,17,16500,293612
10,6,18,17792,326196
10,6,19,18080,296888
10,6,20,15508,231092
10,6,21,11192,180904
10,6,22,8288,126796
10,6,23,7392,111660
11,0,0,3104,58744
11,0,1,1224,18472
11,0,2,596,7944
11,0,3,268,3508
11,0,4,348,4416
11,0,5,916,11524
11,0,6,3060,42780
11,0,7,14508,186112
11,0,8,19072,462604
11,0,9,13532,246252
11,0,10,10936,433524
11,0,11,11548,501880
11,0,12,12860,347968
11,0,13,15792,354252
11,0,14,22928,294208
11,0,15,19900,263728
11,0,16,16360,225892
11,0,17,17732,251688
11,0,18,18436,275256
11,0,19,18552,270800
11,0,20,15504,212380
11,0,21,10516,142948
11,0,22,6384,89100
11,0,23,4268,57748
11,1,0,4380,67588
11,1,1,2532,36456
11,1,2,1984,32040
11,1,3,1484,34368
11,1,4,1740,27068
11,1,5,2372,51332
11,1,6,4212,64112
11,1,7,16488,379316
11,1,8,21372,372292
11,1,9,15816,203448
11,1,10,14772,249008
11,1,11,15008,345604
11,1,12,16792,744268
11,1,13,19012,481592
11,1,14,26340,359828
11,1,15,22148,284076
11,1,16,19388,283368
11,1,17,23776,354416
11,1,18,23884,332532
11,1,19,21360,313152
11,1,20,19084,248112
11,1,21,13252,244800
11,1,22,8156,215736
11,1,23,5824,135116
11,2,0,4348,82652
11,2,1,1596,30188
11,2,2,944,16880
11,2,3,408,8916
11,2,4,472,10676
11,2,5,1156,21856
11,2,6,3700,56672
11,2,7,17676,314100
11,2,8,22176,419356
11,2,9,16524,323664
11,2,10,13528,202464
11,2,11,14276,450964
11,2,12,15612,942996
11,2,13,19092,371416
11,2,14,28156,358172
11,2,15,24452,304352
11,2,16,19592,295652
11,2,17,22060,294008
11,2,18,24200,334800
11,2,19,23892,340308
11,2,20,20448,278508
11,2,21,14500,203008
11,2,22,10116,139656
11,2,23,7264,109384
11,3,0,4104,54700
11,3,1,1876,32124
11,3,2,876,13392
11,3,3,512,7012
11,3,4,448,5316
11,3,5,972,12024
11,3,6,3148,217312
11,3,7,15900,248496
11,3,8,20112,291960
11,3,9,14552,211736
11,3,10,12944,493772
11,3,11,12856,777348
11,3,12,15752,1169376
11,3,13,16868,502780
11,3,14,23220,292364
11,3,15,20232,247008
11,3,16,17688,237152
11,3,17,20620,276492
11,3,18,21484,310392
11,3,19,19816,283600
11,3,20,16660,220900
11,3,21,10748,135684
11,3,22,8060,112700
11,3,23,6712,97656
11,4,0,4828,69116
11,4,1,2264,43212
11,4,2,1536,24128
11,4,3,1132,21916
11,4,4,892,12496
11,4,5,1216,15880
11,4,6,3236,45008
11,4,7,11868,229904
11,4,8,14984,467968
11,4,9,11404,328116
11,4,10,9592,1025168
11,4,11,9856,1511716
11,4,12,11712,672096
11,4,13,13580,215968
11,4,14,19580,427540
11,4,15,15524,422620
11,4,16,13876,322792
11,4,17,14660,299504
11,4,18,15044,204704
11,4,19,15804,227832
11,4,20,14156,235564
11,4,21,11548,148520
11,4,22,8524,131536
11,4,23,7836,126444
11,5,0,7928,110908
11,5,1,5196,88084
11,5,2,3828,68384
11,5,3,3904,78980
11,5,4,2792,49948
11,5,5,1836,27260
11,5,6,1976,25088
11,5,7,2064,26132
11,5,8,4668,77720
11,5,9,7360,93188
11,5,10,7456,205684
11,5,11,10456,309664
11,5,12,10996,219932
11,5,13,11848,229036
11,5,14,11200,178044
11,5,15,10136,144728
11,5,16,11588,178616
11,5,17,11796,180980
11,5,18,11892,170668
11,5,19,12376,180252
11,5,20,11296,165240
11,5,21,8696,119268
11,5,22,7404,96796
11,5,23,6504,98348
11,6,0,7588,112056
11,6,1,5940,86328
11,6,2,3884,69004
11,6,3,3668,67768
11,6,4,2716,38524
11,6,5,1512,35292
11,6,6,1488,18872
11,6,7,2148,30004
11,6,8,3828,63284
11,6,9,5028,73316
11,6,10,6896,107560
11,6,11,9212,147000
11,6,12,10324,169568
11,6,13,10868,185076
11,6,14,10400,166404
11,6,15,9176,158200
11,6,16,10920,161704
11,6,17,11216,169876
11,6,18,11272,169792
11,6,19,10776,151516
11,6,20,8244,109944
11,6,21,6300,98588
11,6,22,6248,99648
11,6,23,4720,77072
12,0,0,2612,38736
12,0,1,1324,19052
12,0,2,728,9992
12,0,3,384,8120
12,0,4,284,3688
12,0,5,824,13144
12,0,6,2416,49676
12,0,7,9492,136228
12,0,8,12460,241048
12,0,9,10108,207968
12,0,10,8844,152164
12,0,11,9204,302316
12,0,12,10024,461164
12,0,13,11184,210384
12,0,14,16152,209116
12,0,15,14236,187956
12,0,16,12268,177980
12,0,17,13560,179048
12,0,18,14256,255984
12,0,19,14028,352760
12,0,20,11944,206484
12,0,21,8388,99216
12,0,22,5132,78436
12,0,23,3668,55940
12,1,0,2848,42240
12,1,1,1624,24776
12,1,2,980,11708
12,1,3,644,8760
12,1,4,496,6416
12,1,5,908,11860
12,1,6,2148,29772
12,1,7,8172,117948
12,1,8,10876,155976
12,1,9,9104,137940
12,1,10,8708,137996
12,1,11,8928,158360
12,1,12,9912,256944
12,1,13,11132,187196
12,1,14,13932,183748
12,1,15,12692,172192
12,1,16,9284,132924
12,1,17,10024,138280
12,1,18,10944,188740
12,1,19,12176,272064
12,1,20,10012,131032
12,1,21,6568,79464
12,1,22,5204,67380
12,1,23,4156,61884
12,2,0,3304,46216
12,2,1,1700,27332
12,2,2,824,16036
12,2,3,664,9996
12,2,4,384,4360
12,2,5,820,12656
12,2,6,2552,39780
12,2,7,9940,171248
12,2,8,13332,183548
12,2,9,10468,205292
12,2,10,8888,123808
12,2,11,9120,209676
12,2,12,10648,523472
12,2,13,10780,224544
12,2,14,16800,206580
12,2,15,14436,207436
12,2,16,13468,174216
12,2,17,15128,240272
12,2,18,15704,264760
12,2,19,15076,217452
12,2,20,12560,242644
12,2,21,8760,114100
12,2,22,6756,87544
12,2,23,5296,78104
12,3,0,5508,85600
12,3,1,2796,36672
12,3,2,1612,35520
12,3,3,1044,13904
12,3,4,772,16100
12,3,5,1192,22548
12,3,6,2828,39464
12,3,7,10948,134720
12,3,8,14852,298088
12,3,9,12064,193164
12,3,10,10488,212432
12,3,11,10496,317356
12,3,12,12444,546492
12,3,13,13780,268200
12,3,14,17664,220088
12,3,15,14744,183232
12,3,16,14308,185028
12,3,17,15672,233016
12,3,18,17080,232752
12,3,19,16236,356492
12,3,20,13292,179184
12,3,21,9676,116860
12,3,22,7024,95884
12,3,23,5780,122500
12,4,0,5144,72056
12,4,1,3088,42112
12,4,2,1876,27248
12,4,3,1420,19476
12,4,4,1076,18940
12,4,5,1648,22680
12,4,6,3580,74400
12,4,7,10820,355296
12,4,8,14332,257696
12,4,9,11540,153600
12,4,10,11156,396916
12,4,11,11564,1220720
12,4,12,13300,512168
12,4,13,15252,213276
12,4,14,19916,301552
12,4,15,15148,223312
12,4,16,13348,257160
12,4,17,14220,347040
12,4,18,14484,347348
12,4,19,15432,205256
12,4,20,13168,205560
12,4,21,10140,192704
12,4,22,7116,135212
12,4,23,7424,133540
12,5,0,7268,139184
12,5,1,5332,103844
12,5,2,3528,85384
12,5,3,3500,70352
12,5,4,2776,42504
12,5,5,1832,46148
12,5,6,2052,28936
12,5,7,2284,67124
12,5,8,4204,50660
12,5,9,6624,85244
12,5,10,8220,106848
12,5,11,9832,185732
12,5,12,11132,236884
12,5,13,12372,198488
12,5,14,10980,178844
12,5,15,9500,162324
12,5,16,10316,170468
12,5,17,10816,180616
12,5,18,10928,178560
12,5,19,10940,153388
12,5,20,9560,142932
12,5,21,6220,78332
12,5,22,5876,92676
12,5,23,5584,86956
12,6,0,5756,91092
12,6,1,4204,69820
12,6,2,2692,40800
12,6,3,2488,46500
12,6,4,1892,39624
12,6,5,1216,20244
12,6,6,1420,34228
12,6,7,1908,46376
12,6,8,2268,56364
12,6,9,3388,67800
12,6,10,4168,77960
12,6,11,5384,83520
12,6,12,6320,136212
12,6,13,7336,119260
12,6,14,6964,111200
12,6,15,7292,110000
12,6,16,6360,92020
12,6,17,6120,95224
12,6,18,6280,95908
12,6,19,7664,107088
12,6,20,5852,116476
12,6,21,4584,59380
12,6,22,3912,56400
12,6,23,3676,58044
