codigo_estacion,lat,lon
8,39.473881223660634,-0.3752982847143531
75,39.472113313853896,-0.35170130420295115
86,39.4552402764855,-0.39119345191575566
87,39.47851834019109,-0.36188033357859983
95,39.47983533734356,-0.34611927939668474
77,39.48497336307338,-0.36566734195835493
90,39.47673433298103,-0.3589673254467337
82,39.47605634238628,-0.3839144104057024
96,39.47355431688417,-0.3482142912637639
98,39.469680303996114,-0.348442294427372
83,39.47758533929587,-0.3669703519914759
41,39.458912276426375,-0.36477635908979195
40,39.470466319701956,-0.3748243837183276
47,39.45651226440267,-0.35541832880362817
52,39.45603425797373,-0.3463402980947426
54,39.459778273617445,-0.3526903171951741
49,39.45298693239739,-0.3571104198826364
59,39.463088285667624,-0.3545493213542055
61,39.46129327599964,-0.34783029886743094
71,39.46038026686525,-0.33353125122308164
58,39.46621830848607,-0.3815864106638383
64,39.46651829706714,-0.35419531724959286
68,39.46280327868023,-0.3417332778594022
74,39.469949307546806,-0.3537343124957471
100,39.471634305646866,-0.33815025853445674
10,39.470816323984536,-0.38261041097634013
12,39.47196722343732,-0.3740102862977963
18,39.468191311513856,-0.37312937987373457
24,39.469077319212495,-0.3840274173384119
26,39.46633523268935,-0.38586429939117395
28,39.47158231958138,-0.36775135880068294
17,39.46746831099193,-0.3772593951806123
169,39.47878532308192,-0.32464520634897104
170,39.482973337910934,-0.32533420529241996
159,39.463449276866356,-0.3347222532485526
203,39.48460937883364,-0.40118246297404103
185,39.45004424948915,-0.3705033850186671
190,39.44608224133691,-0.38029642271654757
123,39.487671371814656,-0.36484133609518726
128,39.48876637693274,-0.367544345093534
182,39.455432269344854,-0.37496539716978367
198,39.46088029740053,-0.395316462028443
131,39.48141722170027,-0.3729122732215235
139,39.485706374097916,-0.38287339995719183
136,39.48994138447594,-0.37561037166808026
137,39.48903338344832,-0.3798963873712934
138,39.48819038284581,-0.38422240207482833
143,39.4795373575288,-0.39093643241708165
144,39.4787793569025,-0.39548044804080085
145,39.48154736759815,-0.398395456094638
156,39.46096428829767,-0.3763453968184098
152,39.460925286769694,-0.3727053849231208
153,39.48305822805289,-0.3805912745331588
161,39.46796929073871,-0.3317262387298495
102,39.47583332394092,-0.346720283882565
107,39.47524531713643,-0.3362242490922528
111,39.48066419504159,-0.3395082613341325
117,39.47925133992885,-0.357065317141581
125,39.489693375775445,-0.3586183142345537
101,39.47022899172744,-0.3348422811122132
108,39.47382619077011,-0.3339152679031098
112,39.47858033137406,-0.34227526701990957
120,39.484880361257815,-0.36204632906281087
202,39.47622234753723,-0.39333444304417053
118,39.480466345728246,-0.3604163266878076
214,39.464932313028335,-0.4005764763988502
216,39.469162243634074,-0.3994613007254756
218,39.47074033078547,-0.3973844614710405
208,39.451692263769644,-0.38857844617931064
210,39.45555328036534,-0.39671647037206986
217,39.47032833321364,-0.40459648652865626
231,39.49507240298451,-0.3786213772644184
219,39.47265724610551,-0.40303029799024204
222,39.47689335174765,-0.39728245609920837
226,39.49086439918327,-0.3988594505654264
236,39.49506640496422,-0.38227839001583847
237,39.494758407776374,-0.39103842063587124
261,39.47667632834523,-0.35037729588168837
241,39.49297840711153,-0.4018904586642118
215,39.46567131414367,-0.39674846254882856
204,39.485843380594176,-0.3965874461307865
229,39.493104403991694,-0.39480643424749534
252,39.45028826570709,-0.40357449843597065
254,39.447714251158565,-0.3899174536874086
259,39.44546024514969,-0.3930154660803912
265,39.470973337167365,-0.40811749816977394
271,39.49927942267903,-0.38989141267304944
273,39.450305232524904,-0.3332722584595297
272,39.48062333339468,-0.33219023115385166
11,39.47118632283677,-0.3767843903416451
79,39.4727793187067,-0.357242322435451
88,39.477512336096844,-0.36114233248377353
91,39.44412522887422,-0.36757337969703135
36,39.479072348860946,-0.3754363798581042
37,39.460937800028375,-0.3664406250017559
39,39.457854277261184,-0.3739313916673185
38,39.45940204927687,-0.37024937736936264
43,39.459477276259406,-0.36115334583643566
50,39.453318252515686,-0.3528593228128155
57,39.46447629179199,-0.3582563324315247
69,39.46195227384504,-0.3387212679875118
56,39.45842126509135,-0.3444052893928658
72,39.467257201162404,-0.34644628196214244
76,39.47008330347364,-0.343461277578989
80,39.47374232444908,-0.36229833944736023
1,39.48004223020643,-0.38292927973315827
3,39.4768353435743,-0.3802883976424855
2,39.479889353348874,-0.3797483936090024
14,39.46896731649349,-0.37972440222295445
22,39.46978732404922,-0.3883534313205414
30,39.468601309884924,-0.36849936365579583
32,39.46600630156446,-0.3682473649948816
13,39.4720623227334,-0.37087436964085335
19,39.47436934054566,-0.391590438798602
25,39.46772931656263,-0.38861043334080225
29,39.47011231364647,-0.3652993525279599
31,39.467365304622646,-0.3650283531086902
148,39.46714522461298,-0.3753782937388751
189,39.44477922701873,-0.37706532415787625
195,39.459384287208486,-0.3842814248129742
141,39.483268367245344,-0.3851564091174212
149,39.462934287947085,-0.36179534600499663
160,39.467336291769534,-0.33898126470999496
140,39.48800438494039,-0.3896004206542252
176,39.49201739310727,-0.378853381402734
164,39.46846028903177,-0.3246342149862025
165,39.471409299035706,-0.3245702116150898
187,39.447960241518516,-0.3688183809361798
119,39.48252035422283,-0.36322633473676447
177,39.493545396079504,-0.3734883620528129
179,39.45547226612543,-0.36642636792637634
181,39.45799927509706,-0.3681913713233589
192,39.45263726161547,-0.3787144113919625
121,39.48618236435413,-0.35877131748144303
126,39.49309838788837,-0.36010431604895277
180,39.45602126922772,-0.3706833820688013
184,39.45278225629358,-0.36557036636455215
186,39.45039125246078,-0.3740153970137416
188,39.44462122517277,-0.3751583239336074
196,39.45957528956863,-0.3880664379854734
200,39.467737319045916,-0.3932144497376184
130,39.483238360081586,-0.370210358642677
134,39.48765637635625,-0.37333936513208965
135,39.48570237196362,-0.37850138478156414
142,39.48192036501599,-0.38965942617943544
157,39.46405230416093,-0.38736643250783204
150,39.46772129856667,-0.35060930364544307
151,39.464669282422186,-0.33711726031421224
154,39.469876296228996,-0.3295542305651281
162,39.46360427573933,-0.3297952360224295
113,39.48127634089521,-0.3436112694462359
127,39.49059138177909,-0.3644463333304693
103,39.47845333567255,-0.3523713017453889
106,39.47674432466283,-0.34138726522688073
110,39.48074033571707,-0.33668024623462534
116,39.48325335356676,-0.3575613154471814
122,39.48448535604776,-0.3540663028794564
207,39.45539327294658,-0.381905420300487
227,39.49024839844318,-0.40293146422681364
235,39.49804541205544,-0.3772033703255944
238,39.497449418355934,-0.39438342966293366
240,39.495004413973305,-0.40154745608135123
245,39.47213024806011,-0.40527029936434095
249,39.459506295875165,-0.4027404883331656
209,39.45208226727133,-0.39301546105732643
211,39.45872629171394,-0.3977574716661004
205,39.48928739053543,-0.3930904323547156
228,39.4936924079167,-0.398671446907537
248,39.46284030885798,-0.40496949382893443
266,39.49028940014262,-0.40637147642320165
268,39.50144544298018,-0.41849350927046264
253,39.45272627278094,-0.4011014879360589
257,39.44525124234686,-0.38910445245389036
263,39.467043324648515,-0.4096445056541294
267,39.49416841275147,-0.4059294716064297
269,39.49990744160243,-0.42626353678444817
223,39.47855835893999,-0.4011874677803583
224,39.480568366964896,-0.40358847435527895
275,39.45230524022502,-0.3350652633218127
274,39.44807022576504,-0.3331882593063431
97,39.47306831276613,-0.3431322739648798
84,39.467123092394516,-0.33522597686590844
85,39.479464345022826,-0.3647153422684407
81,39.47512832851177,-0.36097833354659675
93,39.472282310670764,-0.34380927742382206
94,39.47537832465668,-0.35158330144926053
99,39.47134430635022,-0.3404842660990001
33,39.46481830023885,-0.37399038562310283
89,39.47780233689744,-0.3593183259089267
34,39.46412229654908,-0.36996137299092113
92,39.47586032883543,-0.35596831583559707
35,39.46374929341137,-0.36699436340059455
42,39.45878127329601,-0.3586583378805894
45,39.45381925759081,-0.36185535292343096
78,39.46994531050937,-0.358688329939162
44,39.45642926768604,-0.36301435452576164
46,39.455509261762266,-0.35878734087160885
48,39.450807354184086,-0.35855273823228967
51,39.45218324552497,-0.3472273049060467
53,39.45676426141678,-0.34813930400480075
55,39.45934326975421,-0.34868630411595647
63,39.46777930285978,-0.358414330727018
73,39.4662592905475,-0.3428792786496773
60,39.46223128102797,-0.3517763125261459
66,39.46427128532339,-0.3462612916525901
70,39.469213221319464,-0.3716462894107889
9,39.47435533016869,-0.3699303648826442
5,39.476895339123786,-0.3711403661399108
4,39.476747340831494,-0.37534238089458904
6,39.472798331478145,-0.38408341393871137
7,39.47487233593648,-0.3791853952972924
16,39.470092316192336,-0.3704333693720587
20,39.47503434099054,-0.3878474253260651
15,39.46908831533384,-0.3756373880434071
21,39.4723713328859,-0.39021443540491124
23,39.471628328748515,-0.3861784216967592
27,39.463362299305594,-0.3818514137102655
62,39.45981126842254,-0.3421522812931475
65,39.465516292011046,-0.3508373061951808
67,39.45886026320377,-0.33679826304022287
191,39.45032925434954,-0.37886641388495107
193,39.45514627443484,-0.386718436578698
194,39.4607722298068,-0.38179930448705707
197,39.458184286737165,-0.39233345436447337
158,39.46669828513057,-0.3277192268301427
166,39.47334930757559,-0.32881122495787873
167,39.474908310742784,-0.3246102088459378
173,39.484541375368174,-0.394678441209281
199,39.46158829801141,-0.39155844823975844
178,39.49221639017785,-0.3705063522665271
183,39.45262025913349,-0.3722843899417025
124,39.48850137319014,-0.3619553259600363
129,39.485975369089516,-0.3699453557741905
132,39.48528636793778,-0.3734343681182198
133,39.48275636079257,-0.37588237827023757
147,39.47320133107913,-0.3802074001545322
155,39.46495329574819,-0.3630783484267159
163,39.46443727525528,-0.3234012136184579
104,39.478386332978474,-0.3472752845405608
109,39.4768193210939,-0.3335102388084858
114,39.4818043438759,-0.346591279156021
174,39.489438388167024,-0.38664740957644866
175,39.49258939642365,-0.38271239433339566
201,39.47171233289752,-0.39366844724894096
115,39.481562345598135,-0.3521482985209469
172,39.48146236504626,-0.3933454386575609
171,39.483060339803416,-0.32900821806202085
242,39.487907391410516,-0.4041974712326189
212,39.46148430130945,-0.40039647823746194
206,39.49271239990425,-0.38900741524280136
220,39.47385534208041,-0.3983214623957442
213,39.463165305912604,-0.39697246591763863
233,39.497160406039164,-0.36943734517384297
221,39.475270348637764,-0.4028534760386356
225,39.488107390420495,-0.40114246019172434
230,39.49475040560395,-0.38678440634001116
232,39.49464439592328,-0.36575333473149996
234,39.49649940567526,-0.3736443597891149
239,39.4969854198013,-0.39996444953107335
243,39.46282029901061,-0.3845424236611566
247,39.467410323935766,-0.4055734914728698
251,39.45583028505104,-0.4044134972721287
270,39.50007542649037,-0.39288942312141745
244,39.47850636088407,-0.40613648554970433
246,39.469090330003425,-0.4065094941412157
250,39.456352245577065,-0.4008070181198941
260,39.45955629873093,-0.4072175039832668
262,39.463472312903384,-0.40922550688289966
264,39.46916033373618,-0.4144325204450301
255,39.447703249066144,-0.38602944085901075
256,39.46396330656933,-0.39223544845537966
258,39.43982822413676,-0.3891374575312111
276,39.46197526682713,-0.32376521655842594
